name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bremen,2022-06-01T00:00:00,10.8,10.8,6.9,76.73,0,0,,0,0,5,8.6,30,1013.4,0,49,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T01:00:00,8.9,7.8,6.1,82.84,0,0,,0,0,4,7.6,60,1013.1,100,46,,,,,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T02:00:00,9.5,7.9,6.9,83.61,0,0,,0,0,5.4,10.8,70,1012.9,96.7,44,,,,,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T03:00:00,9.8,9.4,7.2,83.73,0,0,,0,0,10.8,5.4,70,1012.7,99.7,47,,,,,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T04:00:00,9.6,9.6,7.4,85.94,0,0,,0,0,9,3.2,239,1012.2,100,47,,,,,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T05:00:00,9.1,8.7,8,92.8,0.094,100,rain,0,0,8.6,5.4,221,1012.4,100,12.1,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T06:00:00,9.6,9.6,8.1,89.99,0.323,100,rain,0,0,9.7,4.7,31,1012.6,92,23,9,0,0,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T07:00:00,9.5,9.5,8.5,93.5,0.101,100,rain,0,0,11.5,3.2,210,1012.8,71.6,13,33,0.1,0,,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T08:00:00,10.5,10.5,8.8,89.43,0.024,100,rain,0,0,23.8,6.5,199,1012.8,64.8,13,134,0.5,1,,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T09:00:00,11.1,11.1,9.1,87.52,0,0,,0,0,19.1,9,180,1013.2,87.5,13.1,171,0.6,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-06-01T10:00:00,12.1,12.1,9.3,83.2,0,0,,0,0,16.2,10.8,200,1013.3,70.3,21.1,120,0.4,1,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
