name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bremen,2022-07-01T00:00:00,20,20,15.9,77.11,0.14,100,rain,0,0,16.2,40.9,251,1010.4,97.8,39,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T01:00:00,18.2,18.2,17.1,93.59,3.446,100,rain,0,0,23.4,7,29,1010.7,100,50,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T02:00:00,18.1,18.1,17.3,95.2,0.459,100,rain,0,0,37.8,15.5,219,1011.3,97.3,24.9,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T03:00:00,17.3,17.3,16.4,94.03,0.011,100,rain,0,0,42.5,20.5,239,1011.5,100,26,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T04:00:00,16.6,16.6,15.7,93.98,0.002,100,rain,0,0,39.2,21.5,270,1012.2,100,14,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T05:00:00,15.2,15.2,14.4,95,0.007,100,rain,0,0,34.9,20.9,270,1013.2,100,4.1,,,,,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T06:00:00,15.1,15.1,13.7,91.01,0.11,100,rain,0,0,33.5,20.2,250,1014,99.7,43.8,25,0.1,0,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T07:00:00,14.7,14.7,13.4,92.08,0.295,100,rain,0,0,33.1,16.2,250,1014.6,100,15.9,32,0.1,0,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T08:00:00,15.1,15.1,13.6,90.38,0.103,100,rain,0,0,31.7,14,250,1015.1,100,43,54,0.2,1,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T09:00:00,15.1,15.1,12.9,86.41,0,0,,0,0,30.2,19.1,260,1015.2,100,38.1,97,0.3,1,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T10:00:00,15.6,15.6,13.1,84.76,0.005,100,rain,0,0,28.1,16.2,250,1015.8,100,28,123,0.4,1,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T11:00:00,15.4,15.4,13.6,89.56,0.573,100,rain,0,0,24.1,15.8,240,1016.3,100,9.2,163,0.6,2,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T12:00:00,15.9,15.9,13.2,84.07,0.006,100,rain,0,0,29.9,15.1,250,1016.9,100,20.1,239,0.9,2,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T13:00:00,16.6,16.6,13.3,80.82,0,0,,0,0,30.2,15.8,240,1017.1,100,24,420,1.5,4,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T14:00:00,18.3,18.3,11.9,66.22,0,0,,0,0,30.2,20.8,240,1017,100,38.9,330,1.2,3,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T15:00:00,18.8,18.8,10.7,59.36,0,0,,0,0,31.7,20.1,270,1017.3,97.5,40.9,519,1.9,5,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T16:00:00,18.7,18.7,10.6,59.51,0,0,,0,0,28.8,21.9,250,1017.4,100,39,561,2,6,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T17:00:00,20.1,20.1,10.6,54.23,0,0,,0,0,26.3,19.4,240,1017.6,92,42,281,1,3,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T18:00:00,20.6,20.6,10.7,52.9,0,0,,0,0,28.1,11.2,210,1017.8,71.7,50,100,0.4,1,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T19:00:00,20.1,20.1,10.2,52.83,0,0,,0,0,28.1,19,240,1017.9,96.9,46,72,0.3,1,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T20:00:00,19.8,19.8,10.9,56.46,0,0,,0,0,24.8,17.2,290,1018.4,48.5,49,37,0.1,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T21:00:00,18.8,18.8,10.9,60.09,0,0,,0,0,17.3,9,300,1018.6,55,45,37,0.1,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-07-01T22:00:00,16.6,16.6,11.4,71.09,0,0,,0,0,12.6,7.9,290,1019.6,0,36,15,0.1,0,,Clear,clear-night,"E8845,04275,00704,05014,00691,00044,05822"
