name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bremen,2022-05-01T00:00:00,8.4,6.3,5.1,79.56,0,0,,0,0,9,12.9,340,1025.2,13,39.9,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T01:00:00,8,6.2,5,81.29,0,0,,0,0,8.6,10.4,350,1025.1,0,39.9,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T02:00:00,7.5,5.6,4.6,81.91,0,0,,0,0,8.3,10,350,1024.9,13,39.8,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T03:00:00,5.1,5.1,3.8,91.56,0,0,,0,0,7.9,4,270,1024.8,3.5,39.8,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T04:00:00,4.3,4.3,4,97.9,0,0,,0,0,8.6,3.6,211,1024.9,13,2,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T05:00:00,2.3,0.9,2,97.85,0,0,,0,0,7.9,5.4,290,1024.8,52.6,2,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T06:00:00,1.9,0.3,1.6,97.77,0,0,,0,0,2.9,5.7,280,1024.7,75,2,5,0,0,,Partially cloudy,partly-cloudy-day,"04275,00704,05014,C6054,00691,00044,05822"
bremen,2022-05-01T07:00:00,3.5,1.8,3,96.51,0,0,,0,0,1.4,6.8,320,1024.6,60.2,7,23,0.1,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T08:00:00,5.7,4.8,4.6,93.16,0,0,,0,0,3.6,5,250,1024.9,50.7,12,56,0.2,1,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T09:00:00,6.8,6.1,4.9,87.83,0,0,,0,0,7.6,5,290,1025.2,0,15.1,116,0.4,1,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T10:00:00,8.4,7.6,5.1,79.75,0,0,,0,0,12.6,6.5,300,1025.2,42.7,20.1,302,1.1,3,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T11:00:00,9.6,9.2,5.1,73.31,0,0,,0,0,14.8,5.4,340,1025.1,59.7,25,308,1.1,3,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T12:00:00,10.7,10.7,5.2,68.89,0,0,,0,0,15.1,7.6,300,1025,65.6,25.1,512,1.8,5,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T13:00:00,12.3,12.3,4.5,59.01,0,0,,0,0,15.1,10.1,310,1024.6,60.9,30,155,0.6,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T14:00:00,11.9,11.9,1.4,48.79,0,0,,0,0,16.2,5.1,250,1024.3,100,25.1,188,0.7,2,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T15:00:00,11.7,11.7,2.2,52.23,0,0,,0,0,14.8,11.9,270,1024.1,100,30,355,1.3,4,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T16:00:00,12.2,12.2,1.4,47.84,0,0,,0,0,14.8,10.4,300,1023.7,100,30,246,0.9,2,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T17:00:00,12.6,12.6,1.9,48.19,0,0,,0,0,12.6,5.8,310,1023.3,98.5,30,385,1.4,4,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T18:00:00,12.8,12.8,1.7,46.73,0,0,,0,0,13,6.8,260,1023.1,99.5,25.1,251,0.9,3,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T19:00:00,12.5,12.5,2.2,49.27,0,0,,0,0,11.9,3.2,219,1022.8,99.8,40,67,0.2,1,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T20:00:00,12.1,12.1,2.4,51.33,0,0,,0,0,12.6,2.6,89,1022.7,96.3,30,19,0.1,0,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T21:00:00,10.9,10.9,2.7,57.24,0,0,,0,0,10.8,7.6,50,1022.9,85.8,35,11,0,0,,Partially cloudy,partly-cloudy-night,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T22:00:00,10,10,3.7,64.62,0,0,,0,0,9,10,10,1023.2,67.1,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-01T23:00:00,9.3,7.7,4.1,69.65,0,0,,0,0,9.4,10.8,20,1023.2,88.2,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T00:00:00,8.8,7,4.1,72.52,0,0,,0,0,7.9,11.1,40,1023.1,87,30.1,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T01:00:00,7.8,6.1,3.6,75.03,0,0,,0,0,6.5,9.7,50,1022.8,83.2,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T02:00:00,8,7.3,3.9,75.3,0,0,,0,0,6.1,5.4,40,1022.7,75.3,30.1,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T03:00:00,6.5,6.5,3.6,81.42,0,0,,0,0,5.4,2.5,270,1022.4,13,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T04:00:00,7.1,7.1,3.4,77.31,0,0,,0,0,5.8,3.6,360,1022.1,61.5,25,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T05:00:00,6.7,6.7,3.6,80.53,0,0,,0,0,5.8,1.8,49,1021.7,0,24.9,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T06:00:00,6.7,4.9,3.1,78,0,0,,0,0,4.7,9,20,1021.5,46.8,24.9,7,0,0,,Partially cloudy,partly-cloudy-day,"04275,00704,C2597,05014,00691,00044,05822"
bremen,2022-05-02T07:00:00,6.7,5.2,3.6,80.61,0,0,,0,0,4.3,7.5,50,1021.7,30.4,24.9,37,0.1,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T08:00:00,8.1,6.2,3.9,74.6,0,0,,0,0,5,10.8,30,1021.7,35,25,171,0.6,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T09:00:00,9.5,8.3,4.1,68.69,0,0,,0,0,9.7,9,40,1021.7,14.3,25.1,248,0.9,2,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T10:00:00,10.9,10.9,4.6,65.18,0,0,,0,0,12.2,8.6,40,1021.8,0,25,290,1,3,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T11:00:00,12.2,12.2,4,57.43,0,0,,0,0,14.8,9.3,50,1021.6,0,25.1,601,2.2,6,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T12:00:00,14.1,14.1,2.4,45.32,0,0,,0,0,14.8,6.8,19,1021.1,0,25,717,2.6,7,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T13:00:00,14.7,14.7,2.7,44.5,0,0,,0,0,14,6.1,99,1020.5,13,25,802,2.9,8,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T14:00:00,15.9,15.9,3.9,44.82,0,0,,0,0,12.6,6.1,49,1020,48.9,25.1,729,2.6,7,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T15:00:00,16.1,16.1,3.4,42.49,0,0,,0,0,13.7,5.4,220,1019.5,71.5,25,840,3,8,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T16:00:00,16.3,16.3,4.1,43.96,0,0,,0,0,20.2,13.7,300,1019,13,20,666,2.4,7,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T17:00:00,16.5,16.5,4.1,43.69,0,0,,0,0,22.7,10.5,310,1018.6,13,20.1,200,0.7,2,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T18:00:00,16.1,16.1,4.6,46.41,0,0,,0,0,23,12.6,350,1018.2,0,25,329,1.2,3,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T19:00:00,15,15,4,47.77,0,0,,0,0,24.8,20.1,340,1018.1,12.9,30,193,0.7,2,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T20:00:00,13.3,13.3,2.5,47.94,0,0,,0,0,24.8,20.1,360,1018.3,12.9,30,25,0.1,0,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T21:00:00,12.1,12.1,-1.5,39,0,0,,0,0,22.7,17.2,350,1018.8,0,30,12,0,0,,Clear,clear-night,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T22:00:00,10.7,10.7,-0.3,46.37,0,0,,0,0,16.2,12.2,330,1019.1,13,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-02T23:00:00,9.2,7.5,-0.4,51.09,0,0,,0,0,11.5,11.1,350,1019.3,35.2,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T00:00:00,8.2,6.9,-0.3,55.2,0,0,,0,0,7.2,7.9,340,1019.3,15.7,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T01:00:00,2.7,2.7,-0.8,77.85,0,0,,0,0,5.4,2.5,210,1019.3,41.3,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T02:00:00,3.1,3.1,0.8,84.9,0,0,,0,0,6.5,4.7,230,1019.2,16.4,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T03:00:00,3.5,3.5,1.1,84.52,0,0,,0,0,7.9,2.2,230,1018.9,0,30.1,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T04:00:00,1.8,1.8,0.6,91.68,0,0,,0,0,8.6,3.6,230,1018.8,0,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T05:00:00,0.9,-0.8,-0.6,89.87,0,0,,0,0,9,5.4,270,1018.7,13,30.1,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T06:00:00,0.8,-0.8,-0.3,91.75,0,0,,0,0,9.4,5.4,230,1018.7,1.2,18.1,7,0,0,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T07:00:00,2.2,0.7,0.2,86.63,0,0,,0,0,9.7,5.4,230,1018.8,0,22,69,0.2,1,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T08:00:00,5.7,5.7,2.6,80.5,0,0,,0,0,11.2,3.3,270,1019,37.9,20,162,0.6,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T09:00:00,9.6,7.8,6.3,79.94,0.001,100,rain,0,0,13,12.6,270,1019.1,57.8,17.9,418,1.5,4,,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T10:00:00,9.9,8.2,7.1,83.02,0.001,100,rain,0,0,24.5,11.9,300,1019.4,97.6,14,262,0.9,3,,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T11:00:00,10.7,10.7,8,83.64,0,0,,0,0,24.1,11.9,310,1019.7,99.2,12.1,251,0.9,3,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T12:00:00,10.9,10.9,7.3,78.85,0,0,,0,0,24.1,11.2,310,1019.9,98.6,15.1,197,0.7,2,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T13:00:00,11.1,11.1,6.8,75.1,0,0,,0,0,24.8,14,310,1019.8,95.8,15.1,390,1.4,4,,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T14:00:00,11.9,11.9,6.3,68.97,0,0,,0,0,23.8,16.6,300,1019.6,82.7,20,313,1.1,3,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T15:00:00,13.1,13.1,6,62.18,0,0,,0,0,22.7,16.6,290,1019.4,62.4,25.1,276,1,3,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T16:00:00,11.9,11.9,4.6,60.85,0,0,,0,0,24.8,17.3,290,1019.2,13,28.1,325,1.2,3,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T17:00:00,12.4,12.4,4.6,59,0,0,,0,0,28.4,19.1,310,1018.8,0,25.1,211,0.8,2,,Clear,clear-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T18:00:00,12.5,12.5,4.4,57.5,0,0,,0,0,28.8,13.3,350,1018.7,40.4,25.1,183,0.7,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T19:00:00,11.7,11.7,3.9,58.76,0,0,,0,0,26.6,16.6,320,1018.8,41.3,20.1,90,0.3,1,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T20:00:00,10.6,10.6,3.2,59.98,0,0,,0,0,26.6,15.5,330,1018.8,55.6,20.1,33,0.1,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T21:00:00,9.3,7,2.7,63.26,0,0,,0,0,24.5,15.4,360,1019.2,79.4,20.1,13,0,0,,Partially cloudy,partly-cloudy-night,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T22:00:00,8.1,5.9,2.6,68.25,0,0,,0,0,15.8,12.2,350,1019.5,76.5,25.1,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-03T23:00:00,7.4,5.3,2.3,70.35,0,0,,0,0,10.1,11.1,340,1019.7,60.5,25,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T00:00:00,6,4.5,2,75.7,0,0,,0,0,5.4,7.5,310,1019.8,7.2,25,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T01:00:00,3.8,2.2,1.9,87.12,0,0,,0,0,6.5,6.5,279,1020,21.1,25,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T02:00:00,3.3,3.3,2,91.35,0,0,,0,0,7.6,3.6,260,1020,13,29.9,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T03:00:00,1.8,1.8,0.9,93.12,0,0,,0,0,7.9,4.7,240,1019.8,0,29.9,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T04:00:00,3.1,3.1,2.1,93.25,0,0,,0,0,7.9,4.3,200,1019.9,0,30,,,,,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T05:00:00,4,4,2.6,90.68,0,0,,0,0,7.9,1.8,250,1019.8,23.6,30,,,,,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T06:00:00,3.8,3.8,2.3,90.05,0,0,,0,0,7.2,2.9,220,1019.6,32.4,20,7,0,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T07:00:00,4,4,2.1,86.97,0,0,,0,0,6.8,3.2,220,1019.8,32.3,30,49,0.2,0,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T08:00:00,6.4,6.4,3.5,81.93,0,0,,0,0,6.5,2.6,240,1019.8,77.8,30,127,0.5,1,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-05-04T09:00:00,8.2,8.2,2.2,65.92,0,0,,0,0,5.8,4.3,220,1019.9,77,30.1,197,0.7,2,,Partially cloudy,partly-cloudy-day,"E8845,04275,00704,05014,00691,00044,05822"
